,text
1636,ik denk dat ik een blaasontsteking heb ik heb dit vaker gehad en toen voelde het precies hetzelfde
1637,ik denk dat ik een urinwegontsteking heb kan ik dat verhelpen met het drinken van cranberry sap 
1638,ik heb een blaasontledigingsstoornis en heb last bij het urineren
1639,ik heb een nauwe urineweg en het doet opeens meer pijn bij het plassen
1640,ik heb erg veel buikpijn en kan niet meer plassen
1641,ik heb erg veel gruis in mijn katheter
1642,ik heb het erg koud de hele tijd en kan niet meer urinieren
1643,ik heb koorts en heb een zwakke plasstraal
1644,ik heb last bij het plassen en heb veel last van koude rillingen
1645,ik heb moeite bij het plassen en heb jeuk in mijn initieme zone
1646,ik heb moeite met het doen van een kleine boodschap
1647,ik heb moeite met het starten van urineren verder heb ik ook 39 graden koorts
1648,ik heb moeite met plassen ik ben een man
1649,ik heb moeite met plassen ik heb een catheter
1650,ik heb pijn met plassen en plas vaak kleine beetjes
1651,ik kan niet goed plassen en ik heb afscheiding dat een andere kleur heeft en raar ruikt 
1652,ik kan sinds een paar dagen niet meer plassen
1653,ik moet heel vaak naar de wc maar er komt bijna niks
1654,ik voel me koortsrig en heb moeite met plassen
1655,kind van 3 jaar heeft erg veel moeite met plassen
1656,mijn baby heeft al enige dagen niet geplast
1657,mijn katherer lekt urine
1658,mijn katheter is eruit gevallen
1659,mijn kathether is verstopt
1660,mijn kind heeft moeite met plassen
1661,mijn kind wilt ineens niet meer plassen
1662,mijn kind zegt dat het pijn doet als hij moet plassen
1663,mijn plas is rood
1664,mijn plas is van een erg donkere kleur
1665,mijn urine is heel erg donker geel
1666,mijn urine is helemaal rood 
1667,mijn urine ziet er niet goed het is erg donker
1668,plassen doet erg pijn
1669,sinds ik zwanger ben heb ik veel moeite gekregen met plassen kan dit door de baby komen 
1670,unrineweg problemen gepaard met vreemde afscheiding
1671,wanneer moet ik mijn katheter spoelen
1672,kleine boodschap
1673,plasproblemen
1674,urine
1675,urineinfectie
1676,urineweg
1677,urineweg problemen
1678,urinewegproblemen
1679,bloed en hoesten
1680,droge kriebel hoest
1681,hoesten doet erg pijn in mijn borst
1682,hoesten en algehele malesie
1683,hoesten en piepende ademhaling
1684,ik ben de laaste maanden meerder keren ziek geweest en heb al langere tijd een zware hoest
1685,ik ben in de winter altijd zo verkouden en dan heb ik ook zo n naar hoestje kan ik daar iets aan doen 
1686,ik ben niet ziek maar ik moet wel de hele tijd hoesten 
1687,ik hoest al een aantal dagen en nu doet het ook zeer in min borst
1688,ik heb al maanden een vervelend kuchtje ik heb het idee dat er iets in mijn keel zit maar er komt niks naar boven 
1689,ik heb een piepende ademhading en moet veel hoesten
1690,ik hoest veel slijm op
1691,ik maak een piepend geluid wanneer ik moet adam halen
1692,ik voel me de laatste tijd slecht en heb koorts en moet de heletijd hoesten
1693,ik voel me niet lekker en moet redelijk veel hoesten
1694,mijn weerstand is de laatste tijd heel slecht ik ben koorts en ik hoest
1695,een halve dag voor mijn ongeluk heb ik kwijt ik weet niet meer wat ik toen allemaal gedaan heb 
1696,er is een baksteen op zijn hoofd gevallen hij heeft een grote snijwond aan de zijkant van zijn hoofd net boven zijn linkeroor
1697,hij is gevallen in de kroeg en er valt nu niet met hem te communiceren 
1698,hij is van zijn fiets gevallen en er komt nu bloed uit het oor
1699,ik ben even buiten bewustzijn geweest ik weet niet zo goed hoelang mijn teamgenoten vertelden me dat 
1700,ik ben gestruikeld en ben ook op mijn hoofd terecht gekomen ik ga naar de trombosedienst 
1701,ik ben met mijn hoofd tegen de muur aangelopen
1702,ik ben op mijn hoofd gevallen
1703,ik ben op mijn hoofd gevallen de uren erna kan ik me heel weinig van herinneren 
1704,ik heb een stekende pijn in mijn hoofd sinds dat ik gevallen ben
1705,ik heb enorme hoofdpijn mijn hoofd knalt uit elkaar
1706,ik heb na dat ik uitgegleden ben hoofdpijn dit heb ik anders nooit
1707,ik maakt een misstap op de trap en ben toen naar beneden gevallen in totaal 7 treden 
1708,ik weet alles nog tot een uur voor het ongeval andere mensen hebben mij moeten vertellen wat er precies allemaal gebeurt is 
1709,ik weet van omstanders dat ik van mijn fiets gevallen ben maar ik kan zelf niet meer vertellen hoe ik hier terecht ben gekomen 
1710,mijn kind is gevallen en maakt nu allemaal gekke bewegingen alsof hij epilepsie heeft 
1711,mijn kind is van het aanrecht op zijn hoofd gevallen 
1712,mijn kind is van het bed gevallen en reageert niet
1713,mijn man heeft hoofd letsel
1714,mijn man is vanmorgen gevallen en heeft nu al een aantal keer moeten overgeven 
1715,mijn vader is gevallen en ik zie dat zijn mondhoek hangt wat nu 
1716,mijn vrouw is gevallen en reageert nu veel trager op vragen dan anders ze is er niet helemaal bij 
1717,na het ongeluk heeft hij meerdere keren moeten overgeven 
1718,ze heeft een dikke bult op haar achterhoofd
1719,trauma schedel
1720,alles draait om me heen en het stopt maar niet
1721,alles tolt om me heen voel me kut 
1722,als ik op sta moet ik steeds even de tafel vasthouden omdat ik anders omval het wordt dan zwart voor mijn ogen dit trekt dan wel weer snel bij 
1723,bij draaien van mijn hoofd voel ik me ellendig zo slecht kan dan niks en alles draait een keer moeten spugen daarbij 
1724,de wereld tolt om me heen
1725,druk gevoel op mijn borst en in mijn armen heel duizelig en ellendig nu gaat het wel weer 
1726,heel draaierig 
1727,het gaat niet zo lekker op mijn werk ik denk dat alles misschien soms een beetje veel is nu heb ik sinds kort last van duizeligheids aanvallen soms heb ik dan ook het gevoel dat ik lucht tekort kom 
1728,ik ben dizzy
1729,ik ben draaierig
1730,ik ben druk op werk allemaal deadlines maar nu klachten van duizeligheid 
1731,ik ben gisteravond op mijn hoofd gevallen nu ben ik de heletijd duizelig 
1732,ik ben sinds vanmorgen erg duizelig ik heb daarnaast ook een soort hoofdpijn die ik helemaal niet ken 
1733,ik ben super duizelig
1734,ik bin vanochtend keihard op de grond gevallen op mijn hoofd
1735,ik had pijn op mijn borst en voelde me heel licht in het hoofd duurde heel even maar was heel beangstigend 
1736,ik heb aanvallen van duizeligheid als ik me bijvoorbeeld omdraai in bed dan ben ik redelijk kort enorm duizelig en dan trekt het weer bij heel irritant heb het nu al een week 
1737,ik heb al een aantal dagen last van heftige draaiduizeligheid het liefst lig ik de hele dag in bed dan gaat het het best 
1738,ik heb hevige hartkloppingen
1739,ik heb koppijn alsof iemand een priem in mijn hoofd boort dit nog nooit gehad daarbij ook draaierig 
1740,ik heb opeens een hevige hoofdpijn en zou niet weten waar het van komt
1741,ik heb regelmatig last van hoofdpijn wat dan samen gaat met duizeligheid dan kan ik vaak ook licht of geluid niet goed verdragen en ben ik misselijk 
1742,ik heb uit het niets een hevige hoofdpijn
1743,ik voel me erg duizelig en lijk ook een soort kloppingen in mijn hart te hebben
1744,duizelig
1745,ik voel me heel erg duizelig de hele tijd ik kan bijna niet blijven staan 
1746,ik voel me licht in mijn hoofd
1747,ik voel me zweverig
1748,ik voel mijn hart kloppen in mijn keel 
1749,ik zie allemaal dingen in mijn beeld zweven ook last met lopen lijkt wel alsof ik dronken ben 
1750,ik zie in eens bijna niks en ik voel me ook duizelig
1751,ik zie ineens minder goed en voel ik mij duizelig
1752,ik zie wazig super duizelig krijg geen adem 
1753,ineens is mijn beeld wazig en voel ik mij duizelig
1754,koppijn dizzy en kan dan niks verdragen geen geluid geen licht alleen in een donkere kamer liggen werkt 
1755,men hart gaat te keer
1756,mijn collega gaf aan dat die duizelig was en reageert nu niet meer op ons
1757,mijn hart slaat op hol 
1758,piep in mijn oor en ik hoor minder daarbij ook af en toe super dizzy 
1759,super duizelig toen flauwgevallen en reageert nu vreemd 
1760,van de een op de andere dag heb ik nu aanvallen van draaiduizeligheid ook heb ik een piepend oor en heb ik het gevoel alsof ik minder goed hoor 
1761,voelt alsof ik in een zweefmolen zit
1762,zie sterretjes als ik opsta 
1763,zo duizelig voel me ellendig 
1764,dizzy
1765,draaierig
1766,duizeligheid
1767,duizeligheid met een onbekende hoofdpijn
1768,ik ben duizelig
1769,ik ben in de ochtend aangereden en ik denk dat ik een schedelbreuk heb
1770,zweverig
1771,elke keer als ik antibiotica gebruik bij mijn blaasontsteking krijg ik daarna last van vaginale schimmel 
1772,gebruik netjes elke dag lactacyd geen normale zeep heb alsnog last van schimmel 
1773,hoe kan het zijn dat als ik een nieuwe bedpartner heb dat ik daarna vaak last krijg van een schimmelinfectie
1774,ik ben heel schoon van mezelf maar toch heb ik steeds een schimmel daar beneden ik snap er niks van en word er moedeloos van 
1775,ik ben voor het eerst met hem naar bed geweest en nu heb ik gekke witte afscheiding heb ik een soa 
1776,ik ben zwanger en heb last van een witte afscheiding het jeukt ook 
1777,ik denk dat ik een vaginale schimmelinfectie gehad ik heb het gegoogled en het moet het wel zijn ik heb namelijk ook witte en brokkelende afscheiding heb dit nog nooit gehad 
1778,ik gebruik al langere tijd corticosteroiden en steeds krijg ik candidiasis
1779,ik heb al twee weken last van heel veel jeuk en een witte afscheiding 
1780,ik heb als ik menstrueer last van een witte brokkelige afscheiding en jeuk daar beneden 
1781,ik heb brokkelige witte afscheiding ik heb dit nog niet eerder gehad 
1782,ik heb diabetes en vaak last van vaginale schimmelinfecties 
1783,ik heb het laatste jaar al drie keer last gehad van vaginale schimmel wat zou de oorzaak zijn 
1784,ik heb last van een witte jeukende afscheiding daarbij ook last van mijn buik 
1785,ik heb last van witte brokkelige smurrie rond mijn doos 
1786,ik heb nu al een aantal keer een schimmelinfectie gehad hoe zou dit toch komen 
1787,ik heb rond mijn ongesteldheid vaak last van jeuk en een branderig gevoel in mijn vagina 
1788,ik heb veel meer afscheiding dan normaal het ziet er wit en brokkelig uit 
1789,ik was mezelf elke dag heel goed met een vaginale douche en een speciale zeep toch heb ik steeds last van schimmelinfecties 
1790,ik wil niet nog een keer antibiotica gebruiken daarna krijg ik namelijk elke keer weer last van een schimmelinfectie 
1791,is een schimmelinfectie besmettelijk ben voor het eerst met hem naar bed geweest en heb nu ineens last van een witte jeukende afscheiding
1792,mijn suikerziekte is niet goed onder controle mijn suiker is steeds te hoog ook heb ik vaak last van schimmelinfecties 
1793,vaginale schimmelinfectie
1794,als ik opgewonden raak is mijn ondergoed soms erg nat kan ik daar iets tegen doen 
1795,het ene moment heb ik meer afscheiding dan het andere is dit normaal 
1796,het lijkt soms net of ik mijn broek heb geplast heb veel afscheiding als ik zin heb is dit normaa 
1797,ik ben al een paar jaar niet meer ongesteld en nu heb ik witte brokkelige afscheiding 
1798,ik ben niet ongesteld maar heb wel bruinige afscheiding wat is dit 
1799,ik denk dat ik een soa heb mijn vagina stinkt 
1800,ik denk dat ik schimmel heb daar beneden het is wit en dikker dan anders 
1801,ik heb al een aantal weken veel afscheiding echt heel irritant en genant 
1802,ik heb al langere tijd last van mijn buik ook meer afscheiding dan anders 
1803,ik heb een brandend gevoel tijdens het plassen 
1804,ik heb ondragelijke jeuk aan mijn schaamlippen 
1805,ik heb pijn met het vrijen en ook gekke afscheiding 
1806,mijn afscheiding is veranders sinds ik zwanger ben 
1807,mijn afscheiding ziet er gelig groen uit en het stinkt enorm 
1808,nu ik gestopt ben met de pil hoef ik ook geen inlegkruisjes meer te gebruiken eerder had ik veel last van doorzichtige afscheiding 
1809,sinds ik een pessarium heb heb ik veel wittige afscheiding zonder gekke geur alleen meer dan anders 
1810,sinds ik zwanger ben heb ik meer afscheiding dan normaal klopt dit wel 
1811,vaginale
1812,vaginale afscheiding
1813,alles kost me heel veel energie heb geen adem om de trap op te komen heb vanmorgen al drie keer overgegeven ik gebruik sindskort insuline voor mijn ouderdomsdiabetes 
1814,ben de hele dag aan het kotsen 
1815,ben kortademig en heb diabetes 
1816,ik ben al sinds mijn kinderjaren bekend met diabetes type 1 en ben normaal goed ingesteld de laatste tijd is dit een stuk lastiger ik weet niet hoe dat komt heb geen klachten maar wil dat voorkomen 
1817,ik ben te zwaar en vaak moe verder had ik vaak dorst ik drink veel maar houd het gevoel dat ik dorst heb ik zie minder goed ik zie vaker dingen wazig moeite om te focussen 
1818,ik heb bevende handen en ben duizelig ik had vandaag echt een drukke dag ben een beetje vergeten te eten maar heb wel netjes mijn diabetes medicatie genomen 
1819,ik heb de laatste tijd zoveel dorst en heb het gevoel dat ik een droge mond heb ik moet ook veel meer naar de wc dan anders 
1820,ik heb gisteren sushi gegeten en ik denk dat ik daardoor ziek ben geworden ik kan niet stoppen met overgeven en voel me slecht ik heb nu ongeveer een jaar suikerziekte meestal zijn de controles goed soms zit ik wat te hoog 
1821,ik heb zoveel jeuk overal ik word er helemaal gek van dit had ik eerder niet 
1822,ik voel dat ik adem tekort heb voor de activiteiten die ik wil doen heb het erg benauwd mijn glucose waarde was vanmorgen 22 
1823,meneer bruin heeft al langere tijd last van ernstig overgewicht hij is de laatste tijd ook erg vermoeid hij kan hele dagen veel slapen zonder veel activiteiten te doen waar hij zo moe van kan zijn hij is de laatste weken zonder moeite te doen ook afgevallen en heeft hij veel dorst hij plast ook heel veel de laatste tijd 
1824,meneer groot is bekend met suikerziekte nadat zijn vrouw is overleden heeft hij het zwaar om alles op orde te krijgen zij zorgde onder andere altijd voor het eten en hielp met zijn suiker nu kijk ik altijd even bij mijn buurman hoe het gaat ik vind hem vandaag verward en maak me zorgen ik weet niet of dit met zijn diabetes te maken heeft 
1825,mevr de graaf is bekend met diabetes type 2 haar glucose was steeds te hoog met gebruik van metformine waardoor ze nu sinds een week gestart is met insuline nu kwam de zuster op de kamer en is ze suf en reageert ze niet adequaat op de vragen 
1826,mijn man gedraagt zich vreemd ik denk dat zijn suiker niet goed is maar weet het niet zeker 
1827,mijn man heeft diabetes type 1 en is nu hevig aan het zweten trillen en suffer dan anders ik vind dat hij ook wat warrig overkomt hij voelde zich al een paar dagen niet zo lekker was ook veel aan het hoesten 
1828,mijn moeder heeft suikerziekte is de laatste dagen niet lekker geweest minder gegeten denk ik nu is ze heel slaperig en kan ik haar niet goed wekken 
1829,op de bedrijfsborrel was het erg gezellig misschien net wat te veel gedronken vanmorgen mn normale hoeveelheid insuline gebruikt heb nu last van hartkloppingen en hoofdpijn zal het de kater zijn of te maken hebben met mijn suikerziekte 
1830,sinds enkele maanden toenemend moe en slaperig mn conditie is de laatste tijd achteruitgegaan sinds 1 1 5 week veel drinken droge mond veel plassen ook in de nacht ik voel me niet mezelf ben vergeetachtig 
1831,vorige week een te hoge bloedsuiker gemeten gestart met metformine kan nu niet stoppen met braken voel me slap 
1832,vroeger had ik heel soms weleens een blaasontsteking maar nu heb ik het aan de lopende band snap er niks van 
1833,diabetes
1834,diabetes ontregeld
1835,suikerziekte
1836,ben tegen een omheining aan gereden en heb nu een flinke wond in mijn dijbeen 
1837,er is een glasscherf in mijn oog 
1838,er is een stuk metaal in mijn buik het bloed heel erg veel 
1839,er is iets in mijn oog wat it er niet uit krijg 
1840,gisteren met tennis een bal tegen mijn oog gekregen nu heb ik veel last van mijn linker oog en zie ik minder goed 
1841,grote snee in mijn vinger daarboven is ales helemaal wit en voel ik niks meer 
1842,ik ben met mijn hoofd op een mes gevallen er komt veel bloed uit en denk dat het ook door de schedel is gekomen
1843,ik denk dat mijn kind een batterij heeft ingeslikt hij zit niet meer in de afstandsbediening wat nu 
1844,ik heb al een aantal dagen last van iets dat in mijn oog zit
1845,ik heb een splinter in mijn hand zitten die ik er niet meer uit krijg 
1846,ik heb een stuk metaal in mijn been maar mijn been is nu helemaal wit en koud 
1847,ik heb het het dopje van mijn balpen door geslikt 
1848,ik heb per ongeluk een batterij ingeslikt
1849,ik heb per ongeluk een sleutel ingeslikt 
1850,ik heb sinds vandaag last van mijn oog ik heb er goed in gekeken en zie niks ik werk in de bouw met metaal constructies 
1851,ik heb vuurwerk in mijn oog
1852,ik heb zo een kleine batterij ingeslikt voor je gehoorapperaat moet ik hier iets mee of komt die er vanzelf weer uit 
1853,ik was aan het koken en toen viel er een mes op mijn kuit het bloed erg veel
1854,mijn kind had een magneetje op mijn bord gelegd en nu heb ik die ingeslikt is dit ernstig 
1855,corpus alienum
1856,er is iets in mijn oog
1857,er zit iets in mijn oor
1858,als ik achterin de auto zit en niet naar buiten kijken wordt ik erg misselijk dan moet ik daarbij ook vaak overgeven dan wordt ik vaak ook erg zweterig eenmaal op de bestemming voel ik me weer beter 
1859,als ik in een auto zit en niet naar buiten kan kijken word ik altijd zo misselijk soms zo erg dat ik moet overgeven 
1860,elke keer als ik overgeef dan zit er heel veel bloed bij
1861,elke keer als ik water drink dan kots ik het meteen uit
1862,gevoeligheid voor licht hoofdpijn en misselijk met braken is dit een migrene
1863,gisteren barbeque gehad en vannacht ineens moeten overgeven denk dat ik iets verkeerds heb gegeten 
1864,hoe kan je zien of je bloed overgeeft
1865,ik ben coassistent en zit nu bij de kindergeneeskunde sinds gisteravond heb ik last van diarree en misselijkheid braken het braaksel ziet er wat gallig uit 
1866,ik ben de afgelopen periode flink afgevallen nu heb ik aanvalsgewijze hevige pijn in mijn rechter bovenbuik hierbij heb ik ook een aantal keer moeten overgeven 
1867,ik ben erg verstopt zo erg dat ik nu ook misselijk ben door de pijn en meot overgeven
1868,ik ben hoogzwanger en ben al bijna een week ziek en ben constant aan het overgeven
1869,ik ben sinds kort erg vaak misselijk en heb ook al meerdere keren overgegeven
1870,ik ben twee maanden zwanger en erg misselijk vooral in de ochtenden voel ik me zo misselijk en moet ik geregeld overgeven 
1871,ik ben twee weken geleden op mijn hoofd gevallen en ben sinds dien erg misselijk en moet steeds braken
1872,ik ben verstopt en moet overgeven is er een verband tussen
1873,ik geef al twee weken dagelijks over
1874,ik geef elk uur over hoe kan ik het beste vocht binnenhouden
1875,ik heb al een paar uur een stekende pijn in mijn linkerzij en ben constant aan het overgeven
1876,ik heb anderhalve maand mijn laatste chemotherapie gehad vanwege uitgezaaide borstkanker ik voel me de laatste weken erg moe en ga dan ook geregeld even op de bank liggen al enkele dagen ben ik in toenemende mate misselijk gisteravond heb ik driemaal gebraakt het braaksel bevat geen voedselresten en is zurig aan het eind komt er wat gal er zit geen bloed bij vanmorgen heb ik een half beschuitje kunnen eten de hele ochtend heb ik geprobeerd wat water te drinken plassen gaat goed de ontlasting gaat redelijk ik heb geen buikpijn 
1877,ik heb de laatste keren meerdere keren overgegeven
1878,ik heb diabetes en heb vandaag al meerder keeren overgegeven moet ik mij zorgen maken
1879,ik heb een bloedende wond aan mijn hoofd en ben ook erg misselijk waardoor ik soms overgeef
1880,ik heb een bozende pijn in mijn hooft en ben misselijk moet kotsen
1881,ik heb gisteren alcohol gedronken en geef nu al meer dan 24 uur over is dit normaal
1882,ik heb griep en kan niks binnen houden zelfs geen water hoe kan ik zorgen dat ik niet dehydreer
1883,ik heb hele heftige buik krampen en geef al een paar uur over
1884,ik heb kanker en heb opeens koorts en moet door de misselijkheid steeds kotsen
1885,ik heb mijn baby laten vallen en nu geeft ze over
1886,ik heb net gebraakt en er zat bloed bij
1887,ik heb opeens heel erg veel hoofdpijn en ben misselijk ook heb ik een aantal keren gebraakt 
1888,ik heb straks een belangrijk tentamen ik heb zo hard geleerd en nu voel ik me misselijk ik denk dat ik moet spugen 
1889,ik houd niks meer binnen zelfs bij het drinken van water
1890,ik kan bijna niks meer doen door de hoofdpijn die ik heb en moet door de misselijkheid steeds overgeven 
1891,ik kan maar moeilijk licht verdragen en ben gevoelig voor geluid ook moet ik telkens braken
1892,ik kan niks binnen houden het duurt al drie dagen wanneer moet ik naar het ziekenhuis
1893,ik kots bloed
1894,ik moet gewoon overgeven van de zenuwen 
1895,ik voel me s ochtends echt een vaatdoek ben zo misselijk veel overgeven houd niks binnen 
1896,ik voel me niet lekker en heb braakneigingen
1897,ik werk op een kinderdagverblijf en veel van de kinderen zijn ziek nu heb ik last van diarree en moet ik overgeven houd bijna niks binnen voel me heel slap 
1898,ik wil graag afvallen maar heb vaak aanvallen waarbij in enorme trek heb ik eet dan alles wat ik kan vinden en voel me daarna schuldig dan steek ik een vinger in mijn keel om alles er weer uit te krijgen 
1899,is was duizelig en misselijk moest ook een keer kotsen 
1900,mijn 4 jarig dochtertje heeft sinds drie dagen diarree zij heeft â evenals de rest van de familie â 3 dagen geleden diarree gekregen bij haar ging dit niet over hoewel zij erg dorstig was en graag dronk braakt ze steeds alles weer uit in de loop van de dag is ze steeds suffer geworden en heb ik het gevoel dat niets in haar omgeving haar interesseert op dit moment 
1901,mijn kind is van de glijbaan afgevallen en is nu erg misselijk en heeft gebraakt
1902,mijn zoon is op zijn hoofd gevallen en heet meerdere keren overgegeven
1903,overgeven diabetes kortademig
1904,sinds vanmorgen heb ik veel moeten overgeven het braaksel ziet er roodgekleurd uit af en toe voel ik me heel moe en suf ik drink al jaren graag sinds de middag een aantal pilsjes 
1905,werd kotsmisselijk in de achtbaan heb direct daarna moeten spugen 
1906,achteruitgang van mijn spraakvermogen bemerkt
1907,al meer dan 6 uur lang kan ik mijn arm niet meer bewegen
1908,doof gevoel aan een kant van het lichaam
1909,een verwarde indruk
1910,heb sinds gisteren ineens veel moeite met het onthouden van dingen
1911,het is mij gisteren opgevallen dat ik mijn ene oog niet goed meer kan sluiten
1912,het lijkt wel alsog ik dronken ben ik zwalk
1913,het lukt me niet om normaal te kunnen lopen
1914,hij heeft een scheve mond
1915,hij loopt alsof hij dronken is
1916,ik denk dat ik een neurologische aanval heb door mijn hernia
1917,ik heb nu al 6 uur last van een coã rdinatie stoornis van te voren had ik een neurlogishce uitval
1918,ik heb sinds zonet geen last meer van mijn neurologische uitval
1919,ik ben door mijn rug gegaan en heb tintelingen in mijn linker voet
1920,ik ben misselijk en kan niet meer recht voor me uitlopen
1921,ik had van het een op het andere moment barstende hoofdpijn 
1922,ik heb al een paar uur lang last van motorische onhandigheid
1923,ik heb al een paar uur lang van een coã rdinatiestoornis
1924,ik heb echt de ergste hoofdpijn van mijn leven wat is er aan de hand 
1925,ik heb een dronkemansloop
1926,ik heb een hernia ik kan mijn armen niet meer goed bewegen
1927,ik heb een klapvoet
1928,ik heb het vermoeden dat ik een neurlogische uitval heb door mijn hernia
1929,ik heb minder gevoel
1930,ik heb minder kracht
1931,ik heb moeite om mijn rechter arm te gebruiken
1932,ik heb sinds vanmorgen veel moeite om recht te blijven zitten
1933,ik heb tintelingen aan de rechter kant van mijn lichaam
1934,ik heb verlammingsverschijnselen aan de hele rechterzijde
1935,ik kan al 2 uur mijn been niet meer bewegen
1936,ik kan al een paar uur mijn arm niet meer bewegen
1937,ik kan al enige tijd mijn armen niet meer bewegen
1938,ik kan al meer dan 6 uur lang mijn been niet meer bewegen
1939,ik kan mijn arm niet meer weer bewegen ik denk dat dit door mijn hernia komt
1940,ik kan mijn armen niet goed boven mijn hoofd houden
1941,ik kan mijn hand niet meer goed optillen
1942,ik kan nu wel weer mijn arm bewegen
1943,ik kan opeens mn armen en benen niet meer bewegen heb een hele stressvolle tijd achter de rug
1944,ik kan sinds zojuist mijn been weer bewegen
1945,ik kon me een hele tijd niet bewegen maar het lijkt nu over te zijn
1946,ik kon tijdelijk mijn armen niet meer bewegen inmiddels kan ik er weer alles mee de dokter vermoedt dat dit door een conversiestoonis komt ik had toendertijd heel veel last van stress 
1947,ik loop alsof ik gedronken heb
1948,ik loop de hele ochtend al tegen alles op
1949,ik merk dat ik minder kracht heb in mijn rechterkuit
1950,ik merk dat ik niet op de juiste woorden kom
1951,ik merk dat mn ene been een beetje sleept
1952,ik struikel meer dan anders
1953,ik voel tintelingen door mn hele lichaam 
1954,ik werd wakker met een scheve mond
1955,ik zie met een oog minder goed 
1956,ik zie plotseling wazig aan een oog
1957,ik zie sinds ik opgestaan ben ineens een stuk minder scherp 
1958,lamme arm
1959,mijn man sprak vanmiddag een korte periode totale wartaal daarna was het weer normaal
1960,mijn neurologische uitval is zojuist voorbij gegaan
1961,mijn vader kan opeens niet meer rechtop in de stoel zitten hij hangt helemaal naar links
1962,moeite met het houden van mijn evenwicht
1963,na mijn neurologische uitval heb ik al meer dan 6n uur last van een coã rdinatiestoornis
1964,plotseling gevoelsverlies aan een zijde van mn lichaam
1965,plotseling wazig zien aan beide ogen 
1966,plotselinge achteruitgang van zijn taalvaardigheid
1967,problemen met geheugen
1968,problemen met het maken van bewegingen
1969,tintelingen in een zijde van mijn lichaam
1970,toen mijn partner is overleden kreeg ik problemen met praten
1971,vandaag was er een moment dat ik even niks zag aan een kant
1972,verlamd been
1973,verlamming aan de linkerkant
1974,verwarde spraak
1975,neurologische uitval
1976,als ik druk ben heb ik altijd meer last van mijn rug 
1977,ben buschauffeur en kan de laatste tijd geen houding meer vinden waarin ik geen last heb van mijn rug 
1978,ben door mijn rug gegaan heb zwaar werk veel bukken en draaien en tillen wat moet ik doen 
1979,ik ben bouwvakker en moet veel tillen het is in mijn rug geschoten kan ik nog wel werken 
1980,ik ben de hele dag maar druk heb een drukke baan waar ik veel moet zitten en aan het einde van de dag heb ik dan geen puf meer om te sporten steeds een irritant gevoel in mijn bil en onderrug 
1981,ik ben wat te dik en heb last van mijn rug
1982,ik heb al zeer erge rug pijn en heb wel eens eerder een aneurisme gehad
1983,ik heb altijd al een slechte rug gehad zeker nu in deze stress tijd
1984,ik heb de hele dag zo n zeurend gevoel in mijn rug heel irritant laatste tijd ook wel wat druk op mijn werk 
1985,ik heb een kantoor baan en moet de hele dag zitten heb weinig pauze zal mijn rugpijn daar vandaan komen 
1986,ik heb een rugpijn het vooral pijnlijk in de boven rug 
1987,ik heb erg veel last van mijn rug en nu ook van mijn darmen
1988,ik heb erge last van mijn rug en problemen bij het plassen
1989,ik heb last van iets onder in mijn buik en oook van mijn rug
1990,ik heb last van mijn rug het doet daarnaast ook veel pijn wanneer ik moet plassen
1991,ik heb opeens erg veel rug pijn ben misselijk en duizelig ik ben 50 jaar oud
1992,last van mijn rug
1993,ik heb overgewicht houd niet van sporten en heb last van mijn rug 
1994,ik heb uitstralende pijn in mijn benen als ik de hele dag in de cabine zit 
1995,ik heb veel last van mijn rug ik ben misschien een paar kilo te zwaar
1996,ik moet constant naar de wc en heb heel erg last van mn rug
1997,ik rijd in de vrachtwagen en als ik thuis ben ben ik doodop echt geen tijd om nog te gaan sporten nu heb ik een versleten rug en steeds meer pijn kan de lange dagen niet goed meer aan misschien moet ik op zoek naar een andere baan 
1998,ik werk in een fabriek en moet veel dezelfde bewegingen maken heb last van mijn rug
1999,pijn in de onder rug
2000,rugpijn
2001,werk in de bouw maar mn rug zit in de weg kan niet zoveel meer tillen als voorheen 
2002,werk op schiphol en til alle bagage ging altijd prima maar de laatste tijd echt super veel last van mijn rug 
2003,ben aan de dunne en ook aan het kotsen afwisselend op en voor de wc man man man 
2004,ben aan de schijterij houd niks binnen voel me hondsberoerd 
2005,ben aan de schijterij veel bloed 
2006,bijna alles wat ik inneem kots ik uit en verder heb ik ook nog diaree ik voel me erg ziek 
2007,de afgelopen 5 dagen heb ik erg dunne ontlasting diarree
2008,dunne ontlasting
2009,er zit bloed en slijm bij mn ontlasting 
2010,het komt er aan alle kanten uit ik moet continu overgeven en heb ook diarree 
2011,ik heb nu al een week diarree en het wordt niet minder 
2012,ik ben 75 jaar heb koorts en last van waterdunne diarree 
2013,ik ben aan de dunne
2014,ik ben aan de schijterij sinds ik antibiotica gebruik 
2015,ik ben gek op zoete dingen ben veel aan de dunne 
2016,ik ben hiv positief en heb nu al een paar dagen diarree plus koorts
2017,ik ben zwanger en heb koorts en diaree
2018,ik heb al langer dan 8 uur niet geplast 
2019,ik heb al meer dan drie dagen last van waterdunne diarree ik ga minstens 8 keer per dag naar de wc 
2020,ik heb al meer dan een week diarree
2021,ik heb bloed bij mijn ontlasting het lijkt heel veel zit door mn ontlasting heen met stolsels lijkt wel donkerrood 
2022,ik heb bloederige diarree 
2023,ik heb diaree
2024,ik heb diarree met redelijk veel helder rood bloed 
2025,ik heb diarree ben erg suf en heb al een dag niet geplast ik heb erg veel dorst maar het komt er allemaal weer uit
